id,art_style,painting,language,emotion,utterance
28189,Mannerism_Late_Renaissance,agnolo-bronzino_portrait-of-lorenzo-lenzi,arabic,awe,"['فتي صغير يحمل كتاب في يده ويرتدي ثوب لونه أسود', 'الكتاب مع هذا الكاتب تدل على صورة عظيمة لهبة الكتابة و عظمتها']"
28190,Symbolism,gulacsy-lajos_woman-with-candle-1910,chinese,awe,['雪白的服饰配上手中的蜡烛如同神仙下凡让人惊叹。']
28191,Abstract_Expressionism,mark-tobey_untitled-1966,chinese,fear,['大地都是裂缝，令人害怕。']
28192,Post_Impressionism,vincent-van-gogh_olive-grove-orange-sky-1889,arabic,amusement,['الاشجار تبدو كانها نساء يرقصن في مرح ويشعروني بالتفاؤل']
28193,Impressionism,armand-guillaumin_les-ruines-a-crozant-1897,chinese,excitement,['蓝蓝的天空，连绵的山脉，红色的枫树，画面美丽让人觉得很开心很高兴']
28194,Realism,gustave-courbet_still-life-apples-and-pears-1871,arabic,amusement,['طبيعة صامتة حيث مجموعة من ثمار فاكهة التفاح عددها ستة تقريبا وبجانبهم ثمرة واحدة من الكمثري']
28195,Fauvism,john-duncan-fergusson_anne-estelle-rice-in-paris-closerie-des-lilas-1907,chinese,anger,['深蓝的帽子，暗沉，掩盖了女子的美貌，令人愤怒。']
28196,Post_Impressionism,vincent-van-gogh_arles-view-from-the-wheat-fields-1888(1),english,contentment,"['The large field with the skyline in the distance makes me feel relaxed.', 'i like the hazy sky and dark brown grass']"
28197,Impressionism,berthe-morisot_the-artist-s-sister-at-a-window,arabic,amusement,"['سيده تجلس علي الكرسي في شرفة غرفتها وتنظر بتامل في الهوايه التي تمسكها بيدها', 'يظهر أمرأه جالسه على مقعد وترتدى فستان ابيض كما موضح فى اللوحه']"
28198,Impressionism,marie-bracquemond_study-for-the-lady-in-white-drawing,arabic,amusement,['سيده بفستان داكن وشعر قصير وعقد حول عنقها']
28199,Expressionism,max-weber_adoration-of-the-moon,chinese,fear,"['几个穿着礼服拿着书的机器人，已经开始自主学习了，让人感到恐惧。', '人物没有下巴，让人感觉很害怕。', '四个男人瘦骨嶙峋，满脸狡猾，让人觉得恐惧。']"
28200,Romanticism,eugene-delacroix_male-academy-figure-1821(1),arabic,disgust,"['صوره سيئه تظهر مفاتن واعضاء الرجل في صوره قبيحه', 'رجل عاري بدون ملابس شعره لونه اسود وله شارب لونه اسود ينظر الى الاعلى', 'رجل ابض البشرة يقف عاريا ويضع يده على قطعة خشب موضوعة خلفه', 'رجل عاري لا يرتدي ملابس ويقف بمفردة وينظر إلي شئ ما بدهشة']"
28201,Rococo,louise-elisabeth-vigee-le-brun_portrait-of-elisaveta-alexandrovna-demidova-nee-stroganova-1792,chinese,contentment,"['脸上洁白戴着大帽子，眼里有神，让人感到满意。', '小女孩戴着一顶大大的帽子，帽子上有几朵鲜花，让人感到清纯美好。', '妙龄少女头戴着帽子，眼睛目视着前方，不禁令人感到满足。', '女孩的衣服和帽子很漂亮，女孩也很好看，让人喜欢。', '头上戴着鲜花，把人修饰得那么好看。']"
28202,Realism,william-adolphe-bouguereau_self-portrait-presented-to-m-sage-1886,english,contentment,['The man appears quite distinguished in the way he stares deeply into my eyes.']
28203,Post_Impressionism,marcel-duchamp_portrait-of-dr-dumouchel-1910,arabic,sadness,['يبدو انها لوحة لرجل ييدو على وجهه بعض آثار الجروح ويبدو حزين']
28204,Baroque,guido-reni_assumption-1600,arabic,sadness,['مجموعه من الناس حازنون على امراه ميته ومن الاعلى تلك المراه جالسه على كرسي وبينها مجموعه من الاطفال لديهم اجنحه يطورون بها']
28205,Symbolism,harry-clarke_the-year-s-at-the-spring-1920-1,arabic,awe,['الأشجار الطويلة ورداء الرجل الأصفر والمصباح الطويل الذي يحمله']
28206,Naive_Art_Primitivism,niki-de-sainte-phalle_garden-1972,english,awe,['The yellow in the sky looks like the sun and half moon are entwined']
28207,Cubism,nikos-hadjikyriakos-ghikas_studio-in-paris-1965,arabic,amusement,['المتعه فى الجلوس فى بيت امى و الاطمئنان معها']
28208,Art_Nouveau_Modern,alphonse-mucha_maude-adams-as-joan-of-arc-1909,arabic,sadness,"['ملامح الهم والاسى تظهر على وجه الفتاة مما يوحى بالحزن الشديد', 'طفله بملامح مفزوعه شعر اشقر وملابس رفيعه عيون ثاقبه مترقبه', 'يبدو علي ملامخا الفزع والرهبه من شئ ما وانها تطلب المساعده من احدهم']"
28209,Baroque,peter-paul-rubens_descent-from-the-cross-1618,english,sadness,"['the man looks like he is pain from the blood on his body', 'the man looks like he is pain with the blood his body', 'This painting looks sad, and the colors chose match the painting.']"
28210,Mannerism_Late_Renaissance,paolo-veronese_end-wall-of-the-stanza-del-cane-1561,english,awe,"['The painting provides contrast and different mediums almost.', 'The painting has such a realistic look to it, at first glance one would think the building structures and statues were real rather than a painting', 'The painting inspires reverence with respect to the mother and child.', 'The intense detail makes one wonder how much is just paint and how much is a structure built with paintings on it.', 'A glorious depiction of the Savior, the Mother Mary and the world beneath them.']"
28211,Early_Renaissance,paolo-uccello_st-paul,arabic,fear,['رجل ذو لحية طويلة ويحمل فى يده سيف']
28212,Realism,vincent-van-gogh_four-hands-two-holding-bowls-1885(1),chinese,disgust,"['画面里有很多手，但是看不懂表达什么意思令人欣赏不来。', '画面中有两双大手，十分粗糙。']"
28213,Expressionism,lucian-freud_david-pluto-and-eli,arabic,disgust,"['رجل عاري بدون ملابس نائم على الارض بجانبه كلبين', 'رجل عاري الملابس يظهر عضوه التناسلي في الصوره،هناك حيوانات تنام بجانبه', 'رجل عاري متكئ على ذراعه شعره أسود اللون يحوط به أثنين حيوانات', 'الرجل العاري يشعرني بالخجل من الرسم والكلبين النائمين يدلان علي الرحمه']"
28214,Early_Renaissance,fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440,chinese,fear,['身穿紫色上衣的男人坐在皇位上，深浅有两个人带着刀令人害怕。']
28215,Post_Impressionism,jack-bush_watermelon-on-chair-1952,arabic,excitement,['مقعد خشبي اصفر اللون عليه قطعه بطيخ احمر شهيه والارض عليها سجاد ازرق والبطيخ من الفواكه الملينه للقولون']
28216,Post_Impressionism,suzanne-valadon_nude-reclining-on-a-sofa-1928,chinese,disgust,"['一个女子举着一顶帽子裸体躺在沙发上，让人羞于启齿。', '女人怎么能不穿衣服，不懂得自重呢，真是令人厌恶。']"
28217,New_Realism,edward-hopper_hotel-window,chinese,awe,['图中红衣女子坐在沙发上，身材纤细，红衣红帽衬托的皮肤白皙，让人惊叹。']
28218,Pointillism,georges-seurat_sunday-at-port-en-bessin-1888,english,contentment,"['The color scheme of the blues with the brown makes this very relaxing', 'the water looks still and calm', 'The painting is bright and open.', 'It gives me a satisfaction to look at this great scenery of boats']"
28219,Expressionism,chronis-botsoglou_assets-large-t-420-54038443,chinese,anger,['画中男子紧闭双唇，眼睛愤怒的目视着前方。']
28220,Impressionism,rudolf-schweitzer-cumpana_la-sc-ldat-cu-caii-la-r-u-1923,chinese,contentment,"['穿着红色鞋子的人坐在一匹黑色的马上，场景给人很满足的感觉', '两个小孩骑马过河，充满天真童趣，令人心生喜爱。', '两个人骑着骏马，看着很帅气。', '两个人骑着一匹骏马，看着很舒适。', '清澈的河流上人们在骑着马玩耍，看着很开心。']"
28221,Post_Impressionism,paul-gauguin_swineherd-brittany-1888,arabic,amusement,['بيوت جميله مع تباين الحيوانات مع تناسق الألوان وتباينها بشكل جميل']
28222,Romanticism,andrei-ryabushkin_tzar-mikhail-fedorovich-holding-council-with-the-boyars-in-his-royal-chamber,english,amusement,"[""It's an ancient Ru Paul's drag race!"", 'I found the hats to be funny']"
28223,Art_Nouveau_Modern,boris-kustodiev_meeting-easter-day-1917,chinese,contentment,"['五个女人穿着整齐的衣服，在童话世界里有说有笑的聊天让人觉得美好。', '美好的清晨，和谐的村庄，令人心情舒适。', '几位好久不见的老友在路上碰到了就寒暄起来，让人觉得美好。', '三个女子和两个男子在愉快地聊天问候。']"
28224,Romanticism,pavel-svinyin_fourth-of-july-in-centre-square,english,awe,['Hundreds of people are gathered on the front lawn']
28225,Expressionism,lucian-freud_annie-1962,chinese,contentment,"['画面中的人物，面部巧妙的运用了冷暖色对比，使得表情生动，给人很强的想象空间，令人满意。', '画面中乌黑的头大，浓眉大眼的人物，温馨的望向远方，给人以满足感。']"
28226,Cubism,pablo-picasso_a-bullfight-1934,arabic,awe,['الألوان متناسقة وممتزجة مع بعضها البعض ومتباينة والخلفية الحمراء والصفراء تضفي طابع مبهج']
28227,Realism,peder-severin-kroyer_luncheon-at-antino,chinese,excitement,['画面中的男人和女人们在举杯欢庆，让人高兴。']
28228,Realism,aleksey-savrasov_forest-1877,english,contentment,['The trees are calming in a forest.']
28229,Impressionism,konstantin-korovin_among-the-mills-1900,english,sadness,"['My impression is of a group of windmills fighting one another at close range.To that, I ask, ""Why?""']"
28230,Baroque,hendrick-terbrugghen_the-calling-of-st-matthew-1,arabic,awe,['رجل يقوم بشرح شئ ما والاخرين يقومان بالانصات']
28231,Impressionism,pierre-auguste-renoir_seated-nude-with-a-bouquet-1915,arabic,excitement,['فتاة جميلة عارية من الاعلي ومن الاسفل مغطاة بملابس بيضاء']
28232,Realism,vincent-van-gogh_the-bakery-in-de-geest-1882,english,sadness,"['The image is drawn with a dark theme and the bakery appears to be closed showing a bad time or motive.', 'I feel bad for the people standing outside of the stores, looking into them. I feel like they cannot afford anything and are beggars.']"
28233,Impressionism,claude-monet_mount-kolsaas-3,arabic,fear,['لون الجبال البني يوحي بالضيعة والفقراء والتخبط ودليل علي الصحراء الجرداء']
28234,Mannerism_Late_Renaissance,paolo-veronese_the-mystic-marriage-of-sr-catherine,arabic,contentment,['سيدة جالسة وعلى قدمها رضيع ويمسك بيد سيدة اخرى بينما يوجد شخصان يرقبان ورضيع اخر يلعب على الارض']
